timestamp,ticker,action,quantity,exchange,price,commission
2005-02-02 00:00:00,600519,BOT,100,China,9.887,0.0
2005-04-12 00:00:00,600519,SLD,100,China,12.031,0.0
2005-04-13 00:00:00,600519,BOT,100,China,12.196,0.0
2005-04-18 00:00:00,600519,SLD,100,China,12.074,0.0
2005-04-22 00:00:00,600519,BOT,100,China,12.171,0.0
2005-05-12 00:00:00,600519,SLD,100,China,12.209,0.0
2005-05-20 00:00:00,600519,BOT,100,China,12.453,0.0
2005-05-23 00:00:00,600519,SLD,100,China,12.196,0.0
2005-06-09 00:00:00,600519,BOT,100,China,12.196,0.0
2005-07-07 00:00:00,600519,SLD,100,China,12.618,0.0
2005-07-08 00:00:00,600519,BOT,100,China,12.745,0.0
2005-07-21 00:00:00,600519,SLD,100,China,13.035,0.0
2005-07-22 00:00:00,600519,BOT,100,China,13.106,0.0
2005-07-25 00:00:00,600519,SLD,100,China,12.979,0.0
2005-07-27 00:00:00,600519,BOT,100,China,13.213,0.0
2005-09-22 00:00:00,600519,SLD,100,China,14.826,0.0
2005-10-26 00:00:00,600519,BOT,100,China,14.556,0.0
2005-10-27 00:00:00,600519,SLD,100,China,14.325,0.0
2005-10-31 00:00:00,600519,BOT,100,China,14.497,0.0
2005-11-04 00:00:00,600519,SLD,100,China,14.276,0.0
2005-11-08 00:00:00,600519,BOT,100,China,14.42,0.0
2005-11-09 00:00:00,600519,SLD,100,China,14.312,0.0
2005-12-19 00:00:00,600519,BOT,100,China,13.309,0.0
2005-12-20 00:00:00,600519,SLD,100,China,13.232,0.0
2005-12-23 00:00:00,600519,BOT,100,China,13.202,0.0
2006-01-23 00:00:00,600519,SLD,100,China,13.817,0.0
2006-02-06 00:00:00,600519,BOT,100,China,14.309,0.0
2006-06-12 00:00:00,600519,SLD,100,China,25.962,0.0
2006-06-13 00:00:00,600519,BOT,100,China,28.202,0.0
2006-07-07 00:00:00,600519,SLD,100,China,28.721,0.0
2006-07-25 00:00:00,600519,BOT,100,China,28.589,0.0
2006-07-31 00:00:00,600519,SLD,100,China,27.526,0.0
2006-08-10 00:00:00,600519,BOT,100,China,27.432,0.0
2006-08-14 00:00:00,600519,SLD,100,China,27.025,0.0
2006-08-16 00:00:00,600519,BOT,100,China,27.526,0.0
2006-08-17 00:00:00,600519,SLD,100,China,27.144,0.0
2006-08-22 00:00:00,600519,BOT,100,China,27.526,0.0
2006-09-11 00:00:00,600519,SLD,100,China,27.457,0.0
2006-09-15 00:00:00,600519,BOT,100,China,28.214,0.0
2007-02-05 00:00:00,600519,SLD,100,China,60.507,0.0
2007-02-15 00:00:00,600519,BOT,100,China,62.565,0.0
2007-02-16 00:00:00,600519,SLD,100,China,62.284,0.0
2007-03-07 00:00:00,600519,BOT,100,China,62.565,0.0
2007-03-14 00:00:00,600519,SLD,100,China,59.619,0.0
2007-04-04 00:00:00,600519,BOT,100,China,59.425,0.0
2007-04-06 00:00:00,600519,SLD,100,China,58.493,0.0
2007-04-10 00:00:00,600519,BOT,100,China,58.868,0.0
2007-04-11 00:00:00,600519,SLD,100,China,58.117,0.0
2007-04-13 00:00:00,600519,BOT,100,China,60.682,0.0
2007-04-19 00:00:00,600519,SLD,100,China,57.179,0.0
2007-04-26 00:00:00,600519,BOT,100,China,59.431,0.0
2007-04-27 00:00:00,600519,SLD,100,China,58.568,0.0
2007-05-08 00:00:00,600519,BOT,100,China,59.763,0.0
2007-05-09 00:00:00,600519,SLD,100,China,56.241,0.0
2007-05-18 00:00:00,600519,BOT,100,China,60.682,0.0
2007-06-05 00:00:00,600519,SLD,100,China,59.475,0.0
2007-06-06 00:00:00,600519,BOT,100,China,63.829,0.0
2007-07-02 00:00:00,600519,SLD,100,China,71.943,0.0
2007-07-19 00:00:00,600519,BOT,100,China,72.392,0.0
2007-09-07 00:00:00,600519,SLD,100,China,90.584,0.0
2007-09-28 00:00:00,600519,BOT,100,China,91.604,0.0
2007-11-07 00:00:00,600519,SLD,100,China,111.672,0.0
2007-11-15 00:00:00,600519,BOT,100,China,115.323,0.0
2007-11-19 00:00:00,600519,SLD,100,China,111.798,0.0
2007-11-20 00:00:00,600519,BOT,100,China,114.568,0.0
2007-11-22 00:00:00,600519,SLD,100,China,111.905,0.0
2007-12-05 00:00:00,600519,BOT,100,China,111.168,0.0
2008-01-18 00:00:00,600519,SLD,100,China,134.082,0.0
2008-01-24 00:00:00,600519,BOT,100,China,136.6,0.0
2008-01-28 00:00:00,600519,SLD,100,China,131.501,0.0
2008-03-03 00:00:00,600519,BOT,100,China,128.479,0.0
2008-03-13 00:00:00,600519,SLD,100,China,120.258,0.0
2008-03-14 00:00:00,600519,BOT,100,China,128.41,0.0
2008-03-17 00:00:00,600519,SLD,100,China,124.954,0.0
2008-04-24 00:00:00,600519,BOT,100,China,111.42,0.0
2008-04-28 00:00:00,600519,SLD,100,China,107.121,0.0
2008-04-29 00:00:00,600519,BOT,100,China,108.279,0.0
2008-05-20 00:00:00,600519,SLD,100,China,108.902,0.0
2008-07-08 00:00:00,600519,BOT,100,China,90.692,0.0
2008-08-07 00:00:00,600519,SLD,100,China,96.548,0.0
2008-09-22 00:00:00,600519,BOT,100,China,84.031,0.0
2008-09-23 00:00:00,600519,SLD,100,China,76.004,0.0
2008-09-26 00:00:00,600519,BOT,100,China,82.246,0.0
2008-10-06 00:00:00,600519,SLD,100,China,79.138,0.0
2008-11-17 00:00:00,600519,BOT,100,China,62.044,0.0
2008-12-24 00:00:00,600519,SLD,100,China,69.514,0.0
2009-02-04 00:00:00,600519,BOT,100,China,65.969,0.0
2009-03-02 00:00:00,600519,SLD,100,China,72.724,0.0
2009-03-05 00:00:00,600519,BOT,100,China,75.978,0.0
2009-03-06 00:00:00,600519,SLD,100,China,74.503,0.0
2009-03-20 00:00:00,600519,BOT,100,China,74.199,0.0
2009-03-25 00:00:00,600519,SLD,100,China,71.319,0.0
2009-04-01 00:00:00,600519,BOT,100,China,72.743,0.0
2009-04-27 00:00:00,600519,SLD,100,China,74.326,0.0
2009-06-02 00:00:00,600519,BOT,100,China,74.085,0.0
2009-07-29 00:00:00,600519,SLD,100,China,91.892,0.0
2009-07-31 00:00:00,600519,BOT,100,China,94.86,0.0
2009-08-17 00:00:00,600519,SLD,100,China,94.368,0.0
2009-08-24 00:00:00,600519,BOT,100,China,99.901,0.0
2009-08-25 00:00:00,600519,SLD,100,China,97.061,0.0
2009-08-27 00:00:00,600519,BOT,100,China,100.826,0.0
2009-08-31 00:00:00,600519,SLD,100,China,95.402,0.0
2009-09-07 00:00:00,600519,BOT,100,China,99.729,0.0
2009-10-14 00:00:00,600519,SLD,100,China,104.087,0.0
2009-11-05 00:00:00,600519,BOT,100,China,103.066,0.0
2009-12-16 00:00:00,600519,SLD,100,China,107.712,0.0
2010-01-15 00:00:00,600519,BOT,100,China,107.533,0.0
2010-01-20 00:00:00,600519,SLD,100,China,105.804,0.0
2010-01-29 00:00:00,600519,BOT,100,China,107.004,0.0
2010-02-03 00:00:00,600519,SLD,100,China,104.783,0.0
2010-02-04 00:00:00,600519,BOT,100,China,105.376,0.0
2010-02-23 00:00:00,600519,SLD,100,China,105.102,0.0
2010-02-25 00:00:00,600519,BOT,100,China,106.506,0.0
2010-02-26 00:00:00,600519,SLD,100,China,106.314,0.0
2010-05-24 00:00:00,600519,BOT,100,China,85.703,0.0
2010-06-18 00:00:00,600519,SLD,100,China,83.603,0.0
2010-07-12 00:00:00,600519,BOT,100,China,84.092,0.0
2010-09-16 00:00:00,600519,SLD,100,China,101.058,0.0
2010-09-20 00:00:00,600519,BOT,100,China,104.349,0.0
2010-10-12 00:00:00,600519,SLD,100,China,105.825,0.0
2010-10-21 00:00:00,600519,BOT,100,China,106.797,0.0
2010-10-29 00:00:00,600519,SLD,100,China,103.383,0.0
2010-11-05 00:00:00,600519,BOT,100,China,105.187,0.0
2010-11-08 00:00:00,600519,SLD,100,China,103.866,0.0
2010-11-09 00:00:00,600519,BOT,100,China,104.813,0.0
2010-11-17 00:00:00,600519,SLD,100,China,105.509,0.0
2010-11-19 00:00:00,600519,BOT,100,China,109.638,0.0
2010-12-20 00:00:00,600519,SLD,100,China,124.962,0.0
2011-01-19 00:00:00,600519,BOT,100,China,116.659,0.0
2011-01-20 00:00:00,600519,SLD,100,China,114.817,0.0
2011-02-01 00:00:00,600519,BOT,100,China,114.334,0.0
2011-02-28 00:00:00,600519,SLD,100,China,113.367,0.0
