,date,open,close,high,low,volume,code
209,2005-11-17,14.094,13.835,14.112,13.291,11008.02,600519
210,2005-11-18,13.848,13.94,14.094,13.543,6941.23,600519
211,2005-11-21,13.848,14.048,14.079,13.786,4575.17,600519
212,2005-11-22,13.986,14.199,14.334,13.694,3538.81,600519
213,2005-11-23,14.069,14.236,14.279,14.032,1371.41,600519
214,2005-11-24,14.156,13.962,14.156,13.848,10882.95,600519
215,2005-11-25,13.879,14.011,14.032,13.811,3913.87,600519
216,2005-11-28,13.992,13.989,14.057,13.694,1523.78,600519
217,2005-11-29,13.986,13.66,14.057,13.232,2488.8,600519
218,2005-11-30,13.54,13.46,13.589,13.202,6508.2,600519
219,2005-12-01,13.383,13.325,13.494,13.297,5354.24,600519
220,2005-12-02,13.325,13.7,13.786,13.325,9633.83,600519
221,2005-12-05,13.7,13.592,13.74,13.429,2757.43,600519
222,2005-12-06,13.448,13.466,13.58,13.386,14916.67,600519
223,2005-12-07,13.386,13.46,13.58,13.386,4309.98,600519
224,2005-12-08,13.398,13.417,13.54,13.395,3657.78,600519
225,2005-12-09,13.448,13.195,13.448,13.171,15462.06,600519
226,2005-12-12,13.171,12.82,13.171,12.817,15102.2,600519
227,2005-12-13,12.832,12.731,12.909,12.463,20414.41,600519
228,2005-12-14,12.632,13.072,13.171,12.626,17975.93,600519
229,2005-12-15,13.088,13.189,13.202,12.928,5934.65,600519
230,2005-12-16,13.171,13.377,13.435,13.078,6670.61,600519
231,2005-12-19,13.386,13.494,13.565,13.309,4702.67,600519
232,2005-12-20,13.552,13.349,13.555,13.232,4540.42,600519
233,2005-12-21,13.263,13.22,13.417,13.146,4959.17,600519
234,2005-12-22,13.128,13.303,13.417,13.082,3340.67,600519
235,2005-12-23,13.205,13.565,13.602,13.202,6291.83,600519
236,2005-12-26,13.602,13.605,13.694,13.479,6992.35,600519
237,2005-12-27,13.632,13.823,13.845,13.58,7290.17,600519
238,2005-12-28,13.845,13.992,14.002,13.774,6250.35,600519
239,2005-12-29,14.002,14.392,14.402,14.002,15674.35,600519
240,2005-12-30,14.309,14.039,14.316,13.817,36647.56,600519
241,2006-01-04,13.971,13.626,13.971,13.574,35507.13,600519
242,2006-01-05,13.602,13.774,13.94,13.577,16992.3,600519
243,2006-01-06,13.786,13.919,13.986,13.648,17162.3,600519
244,2006-01-09,13.955,14.399,14.556,13.94,20770.8,600519
245,2006-01-10,14.463,14.454,14.642,14.319,17456.82,600519
246,2006-01-11,14.448,14.328,14.648,14.312,8315.15,600519
247,2006-01-12,14.279,14.463,14.482,14.186,9989.72,600519
248,2006-01-13,14.463,14.611,14.863,14.309,9936.88,600519
249,2006-01-16,14.703,14.325,14.74,14.312,7730.84,600519
250,2006-01-17,14.156,14.171,14.346,14.094,13824.7,600519
251,2006-01-18,14.156,14.205,14.451,14.156,9706.85,600519
252,2006-01-19,14.396,14.18,14.402,14.085,7283.03,600519
253,2006-01-20,14.186,14.149,14.263,13.959,14216.37,600519
254,2006-01-23,14.156,13.848,14.156,13.817,13286.42,600519
255,2006-01-24,13.851,14.005,14.242,13.848,11452.89,600519
256,2006-01-25,14.039,14.537,14.617,13.946,15730.73,600519
257,2006-02-06,14.632,14.586,14.679,14.309,15691.41,600519
258,2006-02-07,14.586,15.386,15.389,14.509,28665.81,600519
259,2006-02-08,15.285,15.337,15.414,15.042,22264.37,600519
260,2006-02-09,15.309,14.919,15.386,14.863,7770.3,600519
261,2006-02-10,14.894,16.165,16.31,14.796,31873.95,600519
262,2006-02-13,17.781,17.781,17.781,17.781,16966.0,600519
263,2006-02-15,18.31,17.876,18.31,17.479,28996.55,600519
264,2006-02-16,17.741,18.054,18.461,17.633,18977.5,600519
265,2006-02-17,18.051,17.928,18.119,17.885,8907.82,600519
266,2006-02-20,17.781,17.661,17.879,17.288,10843.98,600519
267,2006-02-21,17.504,18.014,18.017,17.504,10239.0,600519
268,2006-02-22,17.956,18.064,18.156,17.848,10335.1,600519
269,2006-02-23,18.067,19.162,19.233,17.937,11730.27,600519
270,2006-04-17,21.079,21.079,21.079,21.079,238.1,600519
271,2006-04-18,23.187,23.187,23.187,23.187,324.44,600519
272,2006-04-19,25.508,25.508,25.508,25.258,43967.51,600519
273,2006-04-20,27.689,25.858,27.689,24.634,55615.01,600519
274,2006-04-21,25.778,27.366,27.849,25.544,31886.09,600519
275,2006-04-24,27.542,27.428,28.246,26.865,36248.98,600519
276,2006-04-25,27.388,28.129,28.68,26.96,39704.65,600519
277,2006-05-25,28.152,24.767,29.403,23.835,198116.97,600519
278,2006-05-26,24.705,25.017,25.036,23.572,91801.96,600519
279,2006-05-29,25.024,27.52,27.52,25.024,80683.62,600519
280,2006-05-30,29.465,30.272,30.272,28.533,138758.54,600519
281,2006-05-31,30.31,30.041,32.468,29.328,151731.03,600519
282,2006-06-01,30.041,30.967,31.342,29.39,90331.67,600519
283,2006-06-02,30.967,29.472,30.967,29.153,73104.73,600519
284,2006-06-05,29.153,28.07,29.153,27.401,68747.56,600519
285,2006-06-06,27.67,26.932,27.67,26.9,56641.97,600519
286,2006-06-07,26.631,26.294,27.52,26.087,71001.13,600519
287,2006-06-08,26.168,26.725,26.957,25.655,58454.35,600519
288,2006-06-09,26.725,26.65,27.025,25.962,58410.82,600519
289,2006-06-12,26.275,28.202,28.27,25.962,71344.49,600519
290,2006-06-13,28.202,28.74,29.509,28.202,74829.48,600519
291,2006-06-14,28.464,29.278,29.528,27.213,62233.84,600519
292,2006-06-15,29.271,29.027,30.153,28.715,51311.47,600519
293,2006-06-16,29.021,29.24,29.59,28.902,40080.29,600519
294,2006-06-19,29.09,30.36,31.017,28.589,76305.89,600519
295,2006-06-20,30.122,30.247,30.566,29.847,37608.92,600519
296,2006-06-21,30.247,29.609,30.341,29.246,36323.94,600519
297,2006-06-22,29.403,29.259,29.703,29.215,23653.79,600519
298,2006-06-23,29.09,29.203,29.59,28.965,27924.08,600519
299,2006-06-26,29.215,29.853,30.247,29.215,47869.59,600519
300,2006-06-27,29.947,30.629,31.029,29.916,51466.17,600519
301,2006-06-28,30.566,29.934,30.566,29.778,26800.57,600519
302,2006-06-29,29.966,30.091,30.335,29.778,37191.05,600519
303,2006-06-30,30.185,29.678,30.498,29.278,39032.78,600519
304,2006-07-03,29.665,29.278,29.665,29.015,48287.74,600519
305,2006-07-04,29.09,29.403,29.434,28.558,52506.66,600519
306,2006-07-05,29.528,29.121,29.528,28.902,15572.63,600519
307,2006-07-06,29.09,29.203,29.465,28.84,22055.6,600519
308,2006-07-07,29.228,28.771,29.396,28.721,28023.63,600519
309,2006-07-10,28.702,28.17,28.702,28.058,27697.75,600519
310,2006-07-11,28.152,27.995,28.439,27.901,27214.09,600519
311,2006-07-12,27.964,27.52,27.995,27.244,33125.13,600519
312,2006-07-13,27.37,27.945,28.402,27.076,39424.2,600519
313,2006-07-14,27.651,27.883,27.995,27.288,18343.74,600519
314,2006-07-17,27.714,28.064,28.496,27.432,25684.18,600519
315,2006-07-18,28.039,27.726,28.064,27.545,15392.32,600519
316,2006-07-19,27.651,27.194,27.776,26.838,31326.98,600519
317,2006-07-20,27.169,27.707,27.77,26.825,19372.01,600519
318,2006-07-21,27.682,27.795,27.839,27.532,10759.71,600519
319,2006-07-24,27.589,28.909,29.321,27.401,40525.41,600519
320,2006-07-25,28.909,29.29,29.403,28.589,32542.13,600519
321,2006-07-26,29.29,29.09,29.403,28.683,17404.3,600519
322,2006-07-27,29.027,28.89,29.271,28.652,24515.14,600519
323,2006-07-28,28.777,28.464,28.833,28.308,22886.46,600519
324,2006-07-31,28.389,27.526,28.402,27.526,15948.07,600519
325,2006-08-01,27.526,27.989,28.152,27.463,13168.38,600519
326,2006-08-02,27.964,27.576,28.152,27.451,8860.22,600519
327,2006-08-03,27.589,26.888,27.87,26.713,16655.48,600519
328,2006-08-04,26.9,26.706,27.138,26.275,14793.41,600519
329,2006-08-07,26.431,26.5,27.144,25.699,14142.35,600519
330,2006-08-08,26.275,27.032,27.051,26.275,7771.76,600519
331,2006-08-09,27.057,27.432,27.714,26.9,10288.41,600519
332,2006-08-10,27.432,27.532,27.764,27.432,13105.61,600519
333,2006-08-11,27.576,27.576,27.839,27.557,7247.13,600519
334,2006-08-14,27.576,27.407,27.701,27.025,11173.66,600519
335,2006-08-15,27.244,27.601,27.639,27.213,6398.25,600519
336,2006-08-16,27.589,28.145,28.208,27.526,8998.88,600519
337,2006-08-17,28.208,27.682,28.208,27.144,10929.65,600519
338,2006-08-18,27.463,27.607,27.814,27.251,3381.23,600519
339,2006-08-21,26.888,27.632,27.651,26.807,7293.21,600519
340,2006-08-22,27.526,28.27,28.371,27.526,11108.75,600519
341,2006-08-23,27.401,27.789,27.958,27.401,21056.23,600519
342,2006-08-24,27.526,27.595,27.776,27.451,12574.07,600519
343,2006-08-25,27.595,27.551,27.895,27.401,7474.87,600519
344,2006-08-28,27.47,27.432,27.645,27.151,25572.59,600519
345,2006-08-29,27.507,28.564,28.909,27.501,37854.4,600519
346,2006-08-30,28.308,28.139,28.652,28.026,9692.92,600519
347,2006-08-31,28.152,28.295,28.446,28.026,12358.48,600519
348,2006-09-01,28.371,28.195,28.383,28.076,10873.94,600519
349,2006-09-04,28.014,28.233,28.32,28.014,5903.76,600519
350,2006-09-05,28.158,28.114,28.295,28.039,12354.76,600519
351,2006-09-06,28.089,28.227,28.433,28.026,11380.69,600519
352,2006-09-07,28.139,28.145,28.245,27.77,10518.62,600519
353,2006-09-08,27.839,27.814,28.089,27.626,5890.62,600519
354,2006-09-11,27.651,27.607,27.782,27.457,8302.99,600519
355,2006-09-12,27.607,27.401,27.607,27.338,19393.05,600519
356,2006-09-13,27.413,27.451,27.689,27.413,18421.46,600519
357,2006-09-14,27.526,28.84,28.865,27.025,63366.87,600519
358,2006-09-15,28.84,28.677,29.265,28.214,29243.97,600519
359,2006-09-18,28.702,28.671,28.84,28.327,34084.76,600519
360,2006-09-19,28.564,29.034,29.24,28.433,29992.52,600519
361,2006-09-20,28.959,29.396,29.603,28.827,22442.46,600519
362,2006-09-21,29.403,29.278,29.497,29.278,16312.83,600519
363,2006-09-22,29.253,29.284,29.403,28.84,12425.97,600519
364,2006-09-25,28.996,29.228,29.497,28.996,10475.25,600519
365,2006-09-26,29.196,28.765,29.203,28.752,11789.72,600519
366,2006-09-27,28.708,28.852,28.996,28.564,8052.18,600519
367,2006-09-28,28.777,29.284,29.371,28.602,16779.2,600519
368,2006-09-29,29.278,29.672,29.953,29.09,22756.22,600519
369,2006-10-09,30.035,31.824,32.093,30.035,37970.12,600519
370,2006-10-10,32.218,31.736,32.843,31.592,24124.48,600519
371,2006-10-11,31.699,31.117,31.905,30.967,12117.97,600519
372,2006-10-12,31.117,31.048,31.442,30.704,14286.89,600519
373,2006-10-13,31.048,30.66,31.154,30.472,14898.03,600519
374,2006-10-16,30.654,29.653,30.654,29.278,38076.75,600519
375,2006-10-17,29.653,30.116,30.279,29.309,15370.44,600519
376,2006-10-18,30.028,31.161,31.411,29.716,23878.83,600519
377,2006-10-19,31.061,31.28,31.592,30.666,16611.15,600519
378,2006-10-20,31.254,31.029,31.373,31.011,12095.4,600519
379,2006-10-23,30.779,31.905,32.124,30.779,38998.75,600519
380,2006-10-24,31.936,32.631,32.894,31.78,26709.12,600519
381,2006-10-25,32.969,34.52,34.958,32.656,47476.08,600519
382,2006-10-26,34.407,34.407,34.633,33.782,20428.5,600519
383,2006-10-27,34.401,33.794,34.401,33.719,14791.45,600519
384,2006-10-30,33.782,33.807,34.001,33.344,12369.43,600519
385,2006-10-31,33.807,33.776,34.595,33.413,11266.83,600519
386,2006-11-01,33.532,33.281,33.782,33.144,12762.04,600519
387,2006-11-02,33.225,34.264,34.276,32.756,23319.0,600519
388,2006-11-03,34.401,34.264,34.714,33.594,13876.4,600519
389,2006-11-06,33.813,35.089,35.784,33.782,26740.04,600519
390,2006-11-07,35.096,34.908,35.596,34.72,21326.45,600519
391,2006-11-08,34.72,35.54,35.971,34.407,25348.3,600519
392,2006-11-09,35.377,35.765,35.784,35.108,15962.43,600519
393,2006-11-10,35.627,36.034,36.847,35.408,33153.29,600519
394,2006-11-13,35.971,35.602,35.971,34.97,28315.49,600519
395,2006-11-14,35.44,37.473,37.629,35.44,31306.77,600519
396,2006-11-15,37.836,38.686,39.412,37.285,34033.76,600519
397,2006-11-16,38.705,40.463,41.902,38.693,48628.57,600519
398,2006-11-17,40.651,40.388,40.976,39.412,38341.46,600519
399,2006-11-20,39.744,40.413,41.164,39.744,27060.49,600519
400,2006-11-21,40.451,39.493,40.488,38.787,30241.21,600519
401,2006-11-22,39.475,39.687,40.157,38.699,28900.47,600519
402,2006-11-23,39.418,39.7,40.351,39.418,12547.85,600519
403,2006-11-24,39.669,39.975,40.219,39.037,23495.89,600519
404,2006-11-27,39.975,40.225,41.076,39.906,16498.49,600519
405,2006-11-28,40.157,39.293,40.657,39.287,28322.41,600519
406,2006-11-29,38.787,40.294,41.383,38.117,26754.01,600519
407,2006-11-30,40.494,42.384,43.278,40.494,21012.03,600519
408,2006-12-01,42.384,43.166,44.855,42.384,40414.69,600519
409,2006-12-04,43.328,43.228,44.373,42.415,26886.58,600519
410,2006-12-05,43.103,43.841,44.592,43.041,38117.83,600519
411,2006-12-06,43.791,43.184,43.791,41.852,37493.0,600519
412,2006-12-07,42.859,43.504,43.854,42.859,21855.38,600519
413,2006-12-08,43.166,43.197,43.729,42.54,22068.89,600519
414,2006-12-11,42.603,45.23,45.355,42.603,26754.3,600519
415,2006-12-12,45.593,44.93,45.968,44.667,11767.03,600519
416,2006-12-13,45.218,44.605,45.318,44.204,33416.53,600519
417,2006-12-14,44.917,48.195,48.408,44.605,37628.24,600519
418,2006-12-15,48.17,49.503,50.022,47.564,23697.3,600519
419,2006-12-18,49.409,54.051,54.214,49.409,35238.29,600519
420,2006-12-19,54.051,52.856,55.552,52.474,38038.16,600519
421,2006-12-20,52.537,52.737,53.738,52.243,25195.9,600519
422,2006-12-21,52.737,51.911,53.488,51.611,30301.46,600519
