timestamp,ticker,action,quantity,exchange,price,commission
2000-02-03 00:00:00,AAPL,BOT,100,ARCA,103.3125,1.0
2000-02-25 00:00:00,AAPL,SLD,100,ARCA,110.375,1.0
2000-02-28 00:00:00,AAPL,BOT,100,ARCA,113.25,1.0
2000-03-14 00:00:00,AAPL,SLD,100,ARCA,114.25,1.0
2000-03-16 00:00:00,AAPL,BOT,100,ARCA,121.5625,1.0
2000-03-30 00:00:00,AAPL,SLD,100,ARCA,125.75,1.0
2000-03-31 00:00:00,AAPL,BOT,100,ARCA,135.8125,1.0
2000-04-04 00:00:00,AAPL,SLD,100,ARCA,127.3125,1.0
2000-04-05 00:00:00,AAPL,BOT,100,ARCA,130.375,1.0
2000-04-06 00:00:00,AAPL,SLD,100,ARCA,125.1875,1.0
2000-04-07 00:00:00,AAPL,BOT,100,ARCA,131.75,1.0
2000-04-10 00:00:00,AAPL,SLD,100,ARCA,125.0,1.0
2000-04-25 00:00:00,AAPL,BOT,100,ARCA,128.3125,1.0
2000-04-26 00:00:00,AAPL,SLD,100,ARCA,121.3125,1.0
2000-04-27 00:00:00,AAPL,BOT,100,ARCA,126.75,1.0
2000-05-02 00:00:00,AAPL,SLD,100,ARCA,117.875,1.0
2000-06-07 00:00:00,AAPL,BOT,100,ARCA,96.5625,1.0
2000-06-12 00:00:00,AAPL,SLD,100,ARCA,91.1875,1.0
2000-06-13 00:00:00,AAPL,BOT,100,ARCA,94.5,1.0
2000-06-14 00:00:00,AAPL,SLD,100,ARCA,90.4375,1.0
2000-06-15 00:00:00,AAPL,BOT,100,ARCA,92.375,1.0
2000-07-19 00:00:00,AAPL,SLD,100,ARCA,52.6875,1.0
2000-07-20 00:00:00,AAPL,BOT,100,ARCA,55.125,1.0
2000-07-21 00:00:00,AAPL,SLD,100,ARCA,53.5625,1.0
2000-08-17 00:00:00,AAPL,BOT,100,ARCA,51.4375,1.0
2000-09-14 00:00:00,AAPL,SLD,100,ARCA,56.8593,1.0
2000-09-18 00:00:00,AAPL,BOT,100,ARCA,60.6562,1.0
2000-09-21 00:00:00,AAPL,SLD,100,ARCA,56.6875,1.0
2000-11-01 00:00:00,AAPL,BOT,100,ARCA,20.5,1.0
2000-11-08 00:00:00,AAPL,SLD,100,ARCA,20.0625,1.0
2000-11-14 00:00:00,AAPL,BOT,100,ARCA,20.25,1.0
2000-11-15 00:00:00,AAPL,SLD,100,ARCA,19.875,1.0
2001-01-02 00:00:00,AAPL,BOT,100,ARCA,14.875,1.0
2001-02-09 00:00:00,AAPL,SLD,100,ARCA,19.125,1.0
2001-03-05 00:00:00,AAPL,BOT,100,ARCA,20.375,1.0
2001-03-12 00:00:00,AAPL,SLD,100,ARCA,18.625,1.0
2001-03-13 00:00:00,AAPL,BOT,100,ARCA,19.5625,1.0
2001-03-20 00:00:00,AAPL,SLD,100,ARCA,19.6875,1.0
2001-03-21 00:00:00,AAPL,BOT,100,ARCA,20.125,1.0
2001-04-03 00:00:00,AAPL,SLD,100,ARCA,20.24,1.0
2001-04-05 00:00:00,AAPL,BOT,100,ARCA,20.87,1.0
2001-04-06 00:00:00,AAPL,SLD,100,ARCA,20.59,1.0
2001-04-10 00:00:00,AAPL,BOT,100,ARCA,22.04,1.0
2001-04-17 00:00:00,AAPL,SLD,100,ARCA,20.4,1.0
2001-04-18 00:00:00,AAPL,BOT,100,ARCA,22.79,1.0
2001-05-09 00:00:00,AAPL,SLD,100,ARCA,23.98,1.0
2001-06-20 00:00:00,AAPL,BOT,100,ARCA,21.67,1.0
2001-07-10 00:00:00,AAPL,SLD,100,ARCA,21.14,1.0
2001-07-11 00:00:00,AAPL,BOT,100,ARCA,22.54,1.0
2001-07-18 00:00:00,AAPL,SLD,100,ARCA,20.79,1.0
2001-08-27 00:00:00,AAPL,BOT,100,ARCA,18.92,1.0
2001-08-28 00:00:00,AAPL,SLD,100,ARCA,18.4,1.0
2001-08-31 00:00:00,AAPL,BOT,100,ARCA,18.55,1.0
2001-09-04 00:00:00,AAPL,SLD,100,ARCA,18.25,1.0
2001-09-05 00:00:00,AAPL,BOT,100,ARCA,18.55,1.0
2001-09-06 00:00:00,AAPL,SLD,100,ARCA,17.72,1.0
2001-10-10 00:00:00,AAPL,BOT,100,ARCA,16.82,1.0
2001-10-31 00:00:00,AAPL,SLD,100,ARCA,17.56,1.0
2001-11-01 00:00:00,AAPL,BOT,100,ARCA,18.59,1.0
2001-12-13 00:00:00,AAPL,SLD,100,ARCA,21.0,1.0
2001-12-19 00:00:00,AAPL,BOT,100,ARCA,21.62,1.0
2001-12-20 00:00:00,AAPL,SLD,100,ARCA,20.67,1.0
2001-12-26 00:00:00,AAPL,BOT,100,ARCA,21.49,1.0
2002-01-09 00:00:00,AAPL,SLD,100,ARCA,21.65,1.0
2002-01-17 00:00:00,AAPL,BOT,100,ARCA,22.48,1.0
2002-01-22 00:00:00,AAPL,SLD,100,ARCA,21.82,1.0
2002-01-23 00:00:00,AAPL,BOT,100,ARCA,23.02,1.0
2002-02-15 00:00:00,AAPL,SLD,100,ARCA,23.9,1.0
2002-03-04 00:00:00,AAPL,BOT,100,ARCA,24.29,1.0
2002-03-05 00:00:00,AAPL,SLD,100,ARCA,23.53,1.0
2002-03-06 00:00:00,AAPL,BOT,100,ARCA,24.07,1.0
2002-03-22 00:00:00,AAPL,SLD,100,ARCA,24.09,1.0
2002-04-01 00:00:00,AAPL,BOT,100,ARCA,24.46,1.0
2002-04-02 00:00:00,AAPL,SLD,100,ARCA,24.07,1.0
2002-04-04 00:00:00,AAPL,BOT,100,ARCA,24.9,1.0
2002-04-09 00:00:00,AAPL,SLD,100,ARCA,24.1,1.0
2002-04-10 00:00:00,AAPL,BOT,100,ARCA,24.66,1.0
2002-04-22 00:00:00,AAPL,SLD,100,ARCA,24.53,1.0
2002-05-08 00:00:00,AAPL,BOT,100,ARCA,24.37,1.0
2002-05-09 00:00:00,AAPL,SLD,100,ARCA,24.19,1.0
2002-05-14 00:00:00,AAPL,BOT,100,ARCA,25.61,1.0
2002-05-21 00:00:00,AAPL,SLD,100,ARCA,23.46,1.0
2002-05-22 00:00:00,AAPL,BOT,100,ARCA,24.32,1.0
2002-05-24 00:00:00,AAPL,SLD,100,ARCA,24.15,1.0
2002-05-30 00:00:00,AAPL,BOT,100,ARCA,24.2,1.0
2002-05-31 00:00:00,AAPL,SLD,100,ARCA,23.3,1.0
2002-07-05 00:00:00,AAPL,BOT,100,ARCA,18.74,1.0
2002-07-08 00:00:00,AAPL,SLD,100,ARCA,18.01,1.0
2002-07-11 00:00:00,AAPL,BOT,100,ARCA,18.3,1.0
2002-07-12 00:00:00,AAPL,SLD,100,ARCA,17.51,1.0
2002-07-15 00:00:00,AAPL,BOT,100,ARCA,18.23,1.0
2002-07-17 00:00:00,AAPL,SLD,100,ARCA,15.63,1.0
2002-08-14 00:00:00,AAPL,BOT,100,ARCA,15.17,1.0
2002-08-27 00:00:00,AAPL,SLD,100,ARCA,14.85,1.0
2002-09-17 00:00:00,AAPL,BOT,100,ARCA,14.8,1.0
2002-09-19 00:00:00,AAPL,SLD,100,ARCA,14.58,1.0
2002-09-20 00:00:00,AAPL,BOT,100,ARCA,14.87,1.0
2002-09-30 00:00:00,AAPL,SLD,100,ARCA,14.5,1.0
2002-10-11 00:00:00,AAPL,BOT,100,ARCA,14.51,1.0
2002-10-17 00:00:00,AAPL,SLD,100,ARCA,14.11,1.0
2002-10-21 00:00:00,AAPL,BOT,100,ARCA,14.56,1.0
2002-11-11 00:00:00,AAPL,SLD,100,ARCA,15.16,1.0
2002-11-12 00:00:00,AAPL,BOT,100,ARCA,15.64,1.0
2002-11-18 00:00:00,AAPL,SLD,100,ARCA,15.65,1.0
2002-11-21 00:00:00,AAPL,BOT,100,ARCA,16.35,1.0
2002-11-25 00:00:00,AAPL,SLD,100,ARCA,15.97,1.0
2002-12-11 00:00:00,AAPL,BOT,100,ARCA,15.49,1.0
2002-12-12 00:00:00,AAPL,SLD,100,ARCA,15.19,1.0
2003-01-02 00:00:00,AAPL,BOT,100,ARCA,14.8,1.0
2003-01-08 00:00:00,AAPL,SLD,100,ARCA,14.55,1.0
